H2,O2,O,OH,H2O,H,HO2,CO,CO2,HCO,Temperature
0.120333,0.772679,3.99002,3.42879,1.99545,1.12328,0.377882,0.685604,3.30527,0.19431,1559.69
3.67715e-09,2.73701,6.25105e-14,6.77998e-14,1.20141e-14,1.31387e-23,2.01979e-15,1.66461e-16,1.74276e-17,8.75273e-40,502.016
7.8419e-34,2.73701,4.57393e-43,6.94993e-50,1.04191e-56,1.19866e-51,1.03309e-45,3.10739e-61,2.60756e-65,1.67185e-112,503.852
0.130685,0.913326,3.05548,1.94988,2.41728,1.02867,0.717673,1.11277,2.23028,0.377914,1352.27
1.24359e-271,2.73701,1.073e-43,7.8747e-239,0,1.63551e-234,2.79701e-233,0,0,0,502.357
0.322464,0.423776,4.65727,4.45858,2.46301,2.9762,0.286159,1.11059,3.35076,0.629008,1585.07
0.482572,0.184111,3.25492,4.71389,2.42912,3.31909,0.115112,1.22524,3.84435,0.700855,1709.5
3.00459,0.409224,0.261979,0.289101,1.40341,0.923795,1.22862,2.87403,1.13339,2.32764,961.569
2.89828e-18,2.73701,1.04978e-31,6.68708e-32,1.5002e-35,9.76905e-40,4.06151e-36,9.87372e-40,1.42414e-43,3.81498e-79,502.77
0.673351,1.15685,0.832837,0.827894,1.93815,0.588001,1.76485,1.41148,1.35164,0.405499,1102.23
3.53687e-21,2.73701,6.84217e-36,4.14077e-36,5.41947e-40,1.05229e-42,3.16977e-39,2.59958e-44,2.88048e-48,1.10627e-86,499.931
3.20858e-42,2.73701,1.35214e-42,3.74552e-66,1.47049e-79,1.58237e-63,1.91146e-60,8.51519e-87,3.96116e-94,5.84306e-150,503.24
1.30623e-37,2.73701,1.00045e-42,1.12053e-61,2.55784e-69,5.79717e-59,5.81174e-56,1.46113e-75,1.01385e-81,3.39353e-134,502.679
1.29724e-63,2.73701,1.25656e-42,1.08003e-87,1.44308e-118,6.7433e-85,5.19945e-82,1.40835e-128,3.687e-139,4.29903e-213,503.476
6.26602,1.08878e-05,1.66754e-06,1.34322e-06,0.000734233,0.000140107,0.00035972,4.48923,0.000715639,0.0633693,504.972
0.104117,2.58106,0.000860541,0.00101879,0.201724,1.10628e-05,1.01621,0.143319,0.128346,6.27933e-07,574.681
1.59139,0.551733,0.78739,0.730854,2.1823,1.40515,1.09301,2.29758,1.46194,1.66667,1117.8
2.12895e-75,2.73701,3.1514e-43,1.67395e-78,1.4615e-112,2.14575e-75,5.66608e-73,1.32016e-118,3.24551e-124,1.4951e-193,500.075
3.19373e-20,2.73701,6.92154e-32,5.2209e-32,1.22122e-34,3.74458e-41,5.77617e-35,6.74869e-38,1.77395e-40,1.0887e-78,501.289
0.145627,1.51944,2.22187,2.11031,1.61029,0.889287,1.39811,0.441837,1.92471,0.118146,1205.81
9.00917e-71,2.73701,1.2472e-42,7.24326e-95,1.23558e-131,5.26714e-92,3.42668e-89,1.35655e-142,1.56242e-151,3.4304e-234,505.937
0.811281,1.68913,0.149454,0.351287,1.08522,0.146127,3.6385,1.00083,0.853779,0.0727583,893.59
3.31952e-46,2.73701,3.90494e-43,1.3115e-58,3.31595e-73,5.35924e-57,1.71851e-53,4.73409e-78,2.1878e-82,1.03746e-134,502.135
1.11578e-201,2.73701,2.5932e-43,4.23821e-183,1.14104e-277,2.34202e-179,1.44252e-177,9.8314e-288,2.4147e-297,0,503.637
7.00649e-23,2.73701,2.44452e-40,1.21789e-40,1.46671e-45,3.11672e-44,9.94272e-41,9.78065e-51,8.95221e-56,1.21039e-94,504.466
3.18001e-37,2.73701,1.15937e-42,4.30713e-61,9.28122e-70,2.21675e-58,2.14394e-55,2.94844e-76,9.30147e-83,2.58676e-134,506.53
2.8659e-37,2.73701,5.7898e-43,8.81893e-56,1.948e-64,7.89348e-58,5.13185e-52,9.05979e-70,7.78061e-75,2.89415e-127,505.96
2.33798,0.458026,0.443446,0.440342,1.89364,1.21932,1.0885,2.5655,1.3687,2.01641,1060.19
6.91922e-19,2.73701,4.66163e-31,3.29786e-31,3.04128e-34,2.79206e-40,6.40676e-36,6.95187e-38,5.16266e-41,7.7417e-78,502.265
0.251837,0.460414,3.75888,2.88008,2.80275,2.33023,0.389422,1.4652,2.70759,0.852266,1467.27
0.125717,1.48842,1.1882,0.993955,1.82909,0.390957,1.46332,0.81442,1.43919,0.126086,1153.32
1.3143e-33,2.73701,7.27874e-43,1.49916e-53,4.19014e-59,8.19887e-55,1.17305e-50,3.16933e-64,4.79452e-69,1.13201e-118,503.531
0.0820445,2.60275,0.0021363,0.00326339,0.199305,3.18933e-05,1.02165,0.117207,0.113634,1.47189e-06,569.977
0.00170747,2.737,1.85059e-07,8.82549e-07,9.75335e-07,1.11029e-11,8.57502e-06,2.30595e-07,1.37756e-08,1.02682e-18,499.234
2.69605e-92,2.73701,5.59186e-43,1.65978e-102,6.5583e-155,8.61885e-100,3.88556e-97,1.12105e-165,4.33126e-177,4.80897e-265,506.585
1.40551e-56,2.73701,3.24144e-43,2.72313e-63,4.07093e-86,1.615e-60,8.08648e-58,3.19092e-91,8.05629e-96,2.41576e-151,499.375
0.095002,1.07212,3.89778,2.8235,2.01168,1.03178,0.60523,0.650601,2.56498,0.178458,1437.11
0.195164,0.740699,4.3862,3.63703,2.33868,1.92268,0.504463,0.939797,2.87219,0.421466,1485.18
1.67952e-47,2.73701,1.36856e-42,1.38659e-71,3.46608e-88,7.12939e-69,7.73095e-66,9.50323e-96,2.27098e-103,2.80951e-164,502.223
3.78578,0.23095,0.0426413,0.076913,1.19645,0.43585,0.943634,3.34557,0.915643,2.6955,889.198
1.32886,0.237065,0.962422,0.84909,2.88146,2.48223,0.416265,2.531,1.74034,2.41366,1226.53
2.11131e-59,2.73701,9.24177e-43,1.73197e-83,7.27347e-106,1.56377e-80,8.10848e-78,3.50034e-114,1.11091e-122,2.20645e-194,503.927
4.77936,0.0896381,0.0202534,0.0436659,0.719888,0.4351,0.54721,3.82951,0.633688,4.54829,764.402
5.87616e-19,2.73701,1.40916e-32,8.99835e-33,2.22509e-36,2.29517e-40,9.11165e-37,1.71659e-40,3.34013e-44,1.57187e-80,503.357
2.35167e-07,2.73701,1.08294e-10,1.2939e-10,7.20236e-11,8.86749e-19,3.06392e-11,2.51778e-12,8.37374e-13,9.02855e-31,499.834
0.00287239,2.72431,0.00190398,0.00389183,0.0207038,6.13366e-06,0.130635,0.00501777,0.0189017,1.2257e-08,510.593
1.75238,0.84149,0.438426,0.49792,1.75924,0.685706,1.82799,2.03384,1.24674,0.890823,1040.39
0.300826,1.23696,1.59509,1.39779,2.13121,0.927423,1.56408,1.15312,1.46096,0.395125,1164.29
7.47819e-23,2.73701,4.05481e-35,2.98742e-35,5.08788e-38,6.53657e-41,4.32222e-34,2.1906e-41,4.02452e-44,5.95045e-82,502.91
7.21478e-116,2.73701,5.53183e-43,1.62285e-120,3.20968e-192,1.63378e-117,4.37888e-115,4.66934e-205,7.51648e-219,0,506.66
2.83818e-05,2.73701,9.9488e-11,4.02488e-10,5.33306e-11,1.66892e-16,2.59619e-10,3.07263e-12,6.22123e-14,2.06727e-28,501.459
6.93577e-147,2.73701,3.5359e-43,5.69098e-139,2.87408e-220,1.62964e-135,1.81706e-133,2.24099e-231,1.1419e-242,0,505.139
1.34776e-57,2.73701,3.80158e-43,5.5861e-68,8.13602e-91,1.28295e-65,1.22072e-62,1.50546e-96,6.76756e-102,8.12796e-162,502.724
9.21965e-85,2.73701,9.99109e-43,6.68684e-109,8.50517e-154,5.68465e-106,3.18371e-103,7.89755e-166,1.23371e-178,1.96629e-271,500.35
9.60699e-19,2.73701,1.75205e-32,1.0943e-32,1.9125e-36,2.86835e-40,1.60645e-36,1.00894e-40,1.08737e-44,1.15985e-80,502.621
3.25506e-13,2.73701,1.67476e-21,1.46169e-21,1.70886e-23,1.09355e-31,3.4656e-25,2.63624e-26,1.81043e-28,1.2106e-57,507.789
7.55539e-32,2.73701,1.56952e-42,9.17271e-55,7.26549e-61,3.27783e-53,5.34692e-50,8.41342e-67,1.29482e-72,1.09111e-119,505.922
1.38544e-15,2.73701,4.64442e-26,3.57209e-26,8.80143e-29,8.12495e-37,1.41065e-30,4.07775e-32,6.74646e-35,1.32591e-68,502.516
1.41252e-70,2.73701,8.34048e-43,8.47618e-95,6.85816e-121,8.72115e-92,3.81665e-89,1.96406e-129,4.58692e-138,7.07505e-221,500.672
2.02471,0.597084,0.536478,0.545871,1.91735,1.10743,1.3175,2.33972,1.35252,1.56628,1068.48
1.42016e-65,2.73701,9.1296e-43,1.01263e-89,2.54485e-115,9.68498e-87,4.75952e-84,5.30055e-124,7.18824e-133,2.11968e-210,502.481
8.35111e-31,2.73701,9.09641e-36,2.17627e-35,7.09177e-44,3.52132e-32,6.01896e-30,6.46336e-47,2.45558e-49,1.31781e-78,506.147
1.15917e-19,2.73701,3.3568e-33,2.17826e-33,6.84058e-37,3.40417e-41,1.20506e-37,6.6631e-41,1.79007e-44,9.06513e-82,499.837
2.86419e-39,2.73701,4.48426e-43,2.75865e-55,2.37532e-66,4.84411e-56,7.18418e-51,1.37767e-71,1.59156e-76,2.76905e-127,505.097
5.40386,0.0144098,0.0148397,0.00992903,0.523997,0.389799,0.114255,4.04147,0.544084,6.0944,692.018
2.82821e-177,2.73701,1.33864e-43,5.38686e-159,8.68287e-237,7.55212e-155,1.80546e-153,9.31243e-246,1.28424e-254,0,503.418
1.21927,0.58623,1.14111,1.01383,2.41365,1.5829,1.01725,2.1049,1.60465,1.48172,1167.61
0.208786,2.11723,0.0295683,0.0545986,0.869204,0.00942656,3.0556,0.512904,0.579321,0.00202466,809.66
4.95759,0.013321,0.0117795,0.00902077,0.769329,0.582229,0.0792666,3.87169,0.74932,5.60769,778.695
1.06096,1.63179,0.0548702,0.130227,1.08597,0.0560087,3.71747,1.15181,0.774047,0.0353487,889.282
1.80235e-59,2.73701,9.19111e-43,1.2594e-83,3.71543e-105,1.17317e-80,6.20415e-78,2.97887e-113,1.88257e-121,1.43917e-193,503.754
8.73407e-20,2.73701,3.34001e-32,2.35616e-32,2.19196e-35,1.37116e-39,3.0701e-33,5.34389e-39,4.57865e-42,2.96939e-78,502.944
9.23672e-133,2.73701,4.29757e-43,3.75302e-130,1.34432e-211,6.52864e-127,1.2269e-124,2.23566e-224,5.98963e-238,0,501.622
0.0274025,2.73509,0.000170027,0.000326464,0.00504359,1.68042e-07,0.0295721,0.00208286,0.000851018,1.38965e-10,507.162
3.87132,0.182974,0.0572342,0.0819869,1.19581,0.576859,0.752695,3.42012,0.921422,3.31727,886.341
3.81393e-07,2.73701,7.02197e-09,9.24046e-09,1.98415e-08,2.57686e-15,2.48817e-08,2.15887e-09,3.11049e-09,2.27017e-24,500.112
0.709077,1.74387,0.101933,0.238739,1.08312,0.0894282,3.73628,0.956654,0.788552,0.0424459,882.008
5.55079e-164,2.73701,1.2927e-43,6.69446e-146,1.1118e-228,9.86393e-142,2.35231e-140,5.11119e-239,1.06365e-249,0,502.789
3.6,0.241056,0.0480884,0.0784269,1.28223,0.449598,0.907034,3.28959,0.958693,2.5584,919.378
6.00937e-20,2.73701,1.63159e-34,9.86305e-35,1.2417e-38,2.02551e-41,8.73203e-38,5.70995e-43,6.0293e-47,4.59352e-84,502.124
0.201464,0.569394,4.72165,4.77859,2.16396,1.86186,0.282974,0.747824,3.60779,0.280313,1649.72
2.30083e-21,2.73701,4.56409e-34,3.19495e-34,2.74413e-37,3.20184e-42,9.93471e-36,6.20597e-41,4.77849e-44,8.57299e-83,505.645
5.40575,0.0339706,0.0140709,0.0181239,0.431598,0.280097,0.301843,4.10668,0.411214,5.70054,668.546
0.823572,1.02068,0.780204,0.760254,1.99922,0.631783,1.657,1.62422,1.35733,0.542156,1103.68
3.12596,0.301537,0.110831,0.136899,1.55483,0.643986,0.935155,3.07977,1.06363,2.38823,980.605
1.03041e-11,2.73701,1.3724e-20,1.22843e-20,1.26044e-22,5.25818e-32,3.72096e-24,1.76659e-25,1.03222e-27,3.79023e-57,502.52
3.13378e-43,2.73701,1.60667e-42,3.6319e-67,4.54158e-83,1.42904e-64,2.00244e-61,8.83654e-91,1.12599e-98,5.10251e-155,503.864
1.15509,0.532979,1.63689,1.40384,2.25112,2.04374,0.810325,1.89474,2.06977,1.44395,1207.49
3.34146e-06,2.73701,2.53019e-10,3.45989e-10,1.4036e-10,2.62235e-17,8.5043e-11,4.04127e-12,9.95018e-13,4.31301e-29,500.867
7.82974e-46,2.73701,3.27174e-43,1.40824e-54,1.66208e-70,3.45465e-52,3.49523e-49,5.63642e-75,7.1914e-79,8.81898e-127,499.879
7.62842e-15,2.73701,3.57512e-25,2.73018e-25,5.71431e-28,3.0255e-36,2.83529e-30,2.11081e-31,2.34719e-34,2.55679e-67,502.659
0.164105,2.28499,0.0276689,0.0634158,0.604936,0.00399426,2.94644,0.381793,0.416828,0.000627148,713.307
1.78706e-37,2.73701,1.64583e-42,2.51563e-61,1.52155e-73,8.18758e-59,1.38208e-55,6.91682e-81,1.852e-88,2.30351e-139,501.568
1.90478e-58,2.73701,1.32536e-42,1.48597e-82,2.02508e-107,8.64344e-80,7.88508e-77,3.42866e-116,3.43901e-125,1.24203e-195,501.369
8.50074e-65,2.73701,1.2422e-42,7.58881e-89,4.64398e-120,4.8304e-86,3.58925e-83,4.93995e-130,1.55394e-140,1.14165e-215,503.866
4.0168e-84,2.73701,4.48879e-43,2.42557e-92,1.17765e-137,1.27448e-89,6.71557e-87,9.25196e-147,3.9358e-156,4.64664e-236,501.622
0.673279,1.88103,0.0319236,0.0906939,0.849842,0.0210987,4.19282,0.865897,0.637633,0.00908674,799.881
1.42129e-16,2.73701,1.29784e-26,1.04623e-26,5.00905e-29,4.90185e-38,1.01368e-30,4.3554e-32,1.71796e-34,8.39828e-70,503.095
3.55539e-20,2.73701,6.93761e-35,4.14585e-35,4.46028e-39,1.4206e-41,5.24031e-38,1.75876e-43,1.48832e-47,1.00381e-84,502.02
1.75737e-07,2.73701,9.4963e-14,1.36483e-13,1.20622e-14,7.72803e-22,6.28985e-15,1.41995e-16,5.85877e-18,4.44041e-38,503.305
2.5483e-12,2.73701,5.69855e-20,5.14747e-20,9.06688e-22,1.0546e-28,2.42772e-23,1.87962e-24,1.79071e-26,8.19175e-53,505.058
2.5935e-10,2.73701,1.05665e-15,1.10962e-15,1.37399e-16,3.39276e-26,1.82235e-17,1.49014e-18,1.21638e-19,2.03372e-44,500.653
1.02429e-48,2.73701,3.86144e-43,1.19255e-60,1.46846e-77,7.04969e-59,1.80291e-55,1.03025e-82,2.03445e-87,2.90206e-141,501.37
0.152231,1.46868,1.28225,0.95427,1.78092,0.393412,1.44406,0.818905,1.48977,0.129137,1146.48
0.00108094,2.737,4.74497e-07,2.02841e-06,1.10469e-06,3.20864e-10,4.50825e-05,1.8533e-07,3.22371e-08,2.4259e-17,502.032
2.65103,0.610042,0.147398,0.181956,1.55327,0.393536,1.62378,2.55383,1.09154,1.01853,1000.05
0.000727048,2.737,1.66896e-06,3.31699e-06,4.69184e-06,3.05676e-11,2.71893e-05,6.23517e-07,1.25885e-07,7.57037e-18,504.085
1.56567,0.287153,0.916443,0.804804,2.74401,2.16134,0.516653,2.492,1.70349,2.27528,1205.02
0.195371,2.34625,0.000571843,0.000665035,0.440969,2.45349e-05,2.28326,0.366196,0.323767,3.71518e-06,667.618
2.14156e-15,2.73701,6.31777e-26,4.82098e-26,1.05853e-28,6.99126e-37,5.888e-31,4.40326e-32,6.27754e-35,1.23943e-68,499.637
5.50982e-25,2.73701,5.33845e-31,1.26723e-30,1.55405e-34,1.2674e-27,3.34534e-25,6.73496e-37,1.88177e-38,4.00973e-64,506.955
2.11032e-168,2.73701,4.13847e-43,7.18146e-159,2.43019e-259,1.84378e-155,2.38982e-153,2.7132e-273,6.4486e-288,0,502.42
0.21607,0.567287,4.55679,3.79553,2.38108,2.16692,0.374641,1.02578,3.15131,0.493667,1534.41
0.198323,1.65819,0.557973,0.548979,1.53606,0.173756,2.00616,0.801799,1.12516,0.0623802,1027.4
7.79518e-18,2.73701,1.20042e-29,8.59424e-30,8.94948e-33,3.99288e-39,5.89337e-35,2.15755e-36,1.65935e-39,3.44754e-75,506.628
6.69099e-102,2.73701,7.88085e-43,1.70228e-122,1.03238e-171,7.31151e-121,2.04246e-117,4.07984e-183,4.84902e-195,1.32657e-303,502.137
0.32891,0.333749,4.26093,4.68671,2.36005,2.83153,0.204412,1.07927,3.67824,0.569971,1652.9
4.56248e-08,2.73701,1.42355e-12,1.58634e-12,3.61312e-13,1.37438e-20,7.46252e-14,5.85194e-15,7.00645e-16,3.18977e-35,507.566
1.12363e-06,2.73701,2.98766e-09,3.74203e-09,3.82943e-09,7.47607e-15,3.57419e-09,2.20673e-10,1.38737e-10,6.80766e-25,499.103
0.0711644,2.38749,0.00420517,0.00473701,0.4836,0.000133636,1.54737,0.256124,0.381409,1.34198e-05,692.902
2.81761e-07,2.73701,1.63277e-12,2.33856e-12,4.03053e-13,5.99949e-18,3.12056e-12,6.83016e-15,8.59054e-16,1.60768e-32,509.855
1.72198e-40,2.73701,9.38577e-43,1.3339e-64,6.41277e-72,7.90669e-62,6.74504e-59,8.0536e-78,1.84318e-83,2.61224e-139,504.84
9.27923e-08,2.73701,2.31132e-14,3.58346e-14,2.10788e-15,4.77562e-22,1.86231e-15,1.97575e-17,5.03964e-19,3.84237e-39,506.975
0.378021,1.14934,1.61156,1.47618,2.26905,1.15388,1.51839,1.26225,1.48499,0.519346,1181.21
6.85716e-51,2.73701,1.66671e-42,7.18969e-75,5.68661e-99,3.26412e-72,3.93318e-69,3.57504e-108,7.00628e-118,4.90164e-180,501.948
1.84979e-52,2.73701,1.42294e-42,1.69663e-76,2.60509e-98,8.17984e-74,9.04016e-71,8.91846e-107,1.74852e-115,3.06496e-180,502.825
0,2.73701,9.06714e-44,6.91399e-307,0,1.96067e-302,2.41303e-301,0,0,0,502.897
2.792e-124,2.73701,3.53836e-43,5.13564e-121,1.44879e-187,1.13417e-117,1.60147e-115,2.52439e-197,3.66293e-207,2.0077e-314,506.605
1.39203,0.143193,0.728334,0.658406,2.85141,2.72774,0.257165,2.64508,1.82681,2.71334,1235.53
2.49538,0.134653,0.529559,0.397145,1.82254,2.06339,0.303161,2.87564,1.71019,3.16224,1100.46
1.61056e-21,2.73701,4.7464e-36,2.94234e-36,5.49735e-40,7.27929e-43,1.87531e-39,3.73339e-44,6.89006e-48,1.10498e-86,503.217
0.979284,1.30296,0.45452,0.621273,1.51284,0.444668,2.44123,1.37522,1.14687,0.325318,1024.94
0.80427,1.48575,0.606069,0.993972,1.44415,0.699862,2.86675,1.09552,1.11752,0.316342,996.998
4.51949e-70,2.73701,1.63031e-43,1.69495e-67,1.35773e-101,9.67266e-64,5.57705e-62,1.39733e-107,1.65297e-113,3.08767e-166,503.44
0.341564,0.270596,3.67221,4.04969,2.44609,2.814,0.181694,1.24218,3.5991,0.699673,1627.37
0.518954,0.169813,2.54498,2.49037,3.0151,3.74324,0.175426,1.85718,2.83332,1.52173,1475.57
0.0598397,2.54546,0.00682037,0.00934289,0.255526,0.000134293,1.15713,0.155906,0.185383,8.19552e-06,601.678
1.90782e-14,2.73701,4.99746e-20,5.38521e-20,1.04269e-20,4.11549e-26,2.46346e-20,1.84293e-22,3.18272e-23,3.16686e-48,499.711
4.02851,0.100511,0.0622685,0.0737083,1.17229,1.01961,0.395925,3.46446,1.07005,4.20952,904.05
1.08386,0.67138,1.5294,1.34507,2.07357,1.84716,1.05919,1.82729,1.86087,1.26174,1178.29
2.54247e-128,2.73701,2.89924e-43,1.76692e-121,8.1942e-186,5.69323e-118,6.75783e-116,1.7505e-194,5.40722e-203,8.58573e-312,497.477
3.1941e-22,2.73701,7.12192e-38,4.0988e-38,2.95397e-42,1.34034e-43,3.29591e-40,9.25203e-47,6.44557e-51,4.95002e-90,503.168
0.781973,1.61079,0.566379,1.1241,1.34847,0.70902,3.22517,0.975264,1.00253,0.267818,970.773
8.18743e-14,2.73701,1.32113e-26,3.19969e-26,5.49649e-30,3.0046e-35,5.92237e-30,1.65863e-33,2.97081e-37,2.0042e-68,502.688
1.08563,0.686786,1.08464,0.979471,2.34947,1.26927,1.13889,1.98319,1.5571,1.18548,1163.91
6.45811e-36,2.73701,1.68917e-42,8.72673e-60,5.97714e-69,2.79733e-57,4.89163e-54,1.51838e-75,3.99092e-82,1.70798e-132,503.604
1.0537e-33,2.73701,1.6389e-42,1.67888e-57,1.22148e-64,5.41677e-55,7.71199e-52,6.45769e-71,3.86484e-77,1.40991e-125,503.935
1.02077e-63,2.73701,3.76446e-43,8.74038e-73,7.29618e-101,3.23375e-70,2.21444e-67,3.20605e-107,2.64357e-113,4.27978e-177,502.199
4.4902e-29,2.73701,1.8883e-42,9.37922e-51,1.44935e-56,1.53969e-50,4.47222e-47,2.44809e-62,5.56405e-68,1.52849e-112,500.582
4.97858e-11,2.73701,6.26748e-17,6.39598e-17,5.59952e-18,6.46733e-28,5.75573e-19,4.65661e-20,2.7857e-21,1.21782e-47,500.908
4.3408e-56,2.73701,1.33232e-42,3.19756e-80,4.08038e-104,1.93304e-77,1.74736e-74,7.32688e-113,7.03131e-122,5.80944e-190,502.059
0.165005,0.889794,3.04638,1.95084,2.51712,1.19698,0.787785,1.22966,2.07197,0.483759,1326.71
5.61015e-115,2.73701,2.41718e-43,1.49162e-107,2.86339e-163,7.10581e-104,4.57626e-102,9.26597e-171,5.97104e-178,5.69285e-268,503.873
0.827581,0.182433,2.25568,2.26345,2.57911,4.06362,0.203807,1.84034,2.93782,1.62339,1435.22
5.80107e-97,2.73701,7.47977e-43,1.9004e-114,6.88624e-164,2.17607e-112,3.10998e-109,4.7856e-175,9.03299e-187,6.92314e-287,506.414
2.82248e-09,2.73701,1.24942e-15,1.26997e-15,7.22706e-17,1.36057e-24,5.11441e-18,3.76581e-19,1.08982e-20,2.0709e-43,507.954
3.97579e-14,2.73701,2.52259e-23,2.08769e-23,1.26896e-25,1.43621e-35,1.55628e-27,1.18246e-28,4.49944e-31,6.83582e-64,502.986
0.331964,0.307075,3.83118,3.6381,2.57371,2.92708,0.230166,1.35947,3.2889,0.830353,1565.6
1.55626e-05,2.73701,2.44587e-09,4.27662e-09,1.84282e-09,8.87037e-15,3.42656e-09,6.83798e-11,2.18199e-11,2.43426e-25,504.185
6.36716e-27,2.73701,1.97128e-42,5.66432e-47,2.4829e-52,2.27269e-48,7.11654e-45,9.11587e-58,5.11316e-63,8.44337e-106,501.047
8.98143e-67,2.73701,5.70071e-43,1.14024e-82,5.15878e-113,6.252e-81,1.32537e-77,3.51525e-121,1.62416e-129,9.08505e-202,508.545
0.0448774,2.63131,0.00520292,0.00707878,0.174993,5.35484e-05,0.720636,0.0833915,0.0981133,1.73903e-06,564.945
0.487457,0.203075,2.28856,1.8977,3.11108,3.2055,0.240337,2.05829,2.44089,1.72213,1399.33
2.41818,0.429143,0.308509,0.317926,1.7821,0.952007,1.10692,2.70118,1.26599,2.0332,1029.74
0.0939888,1.99278,0.416344,0.40764,1.06125,0.0913836,2.28938,0.447613,0.932358,0.0160305,942.863
3.13721,0.273056,0.122907,0.137196,1.65771,0.701527,0.802271,3.05353,1.15809,2.4749,1007.21
1.55381e-29,2.73701,1.94198e-42,4.97583e-52,3.16386e-58,6.95809e-51,1.59841e-47,2.52883e-64,2.09442e-70,7.10814e-115,504.703
6.58466e-80,2.73701,2.56285e-43,9.53958e-79,4.40305e-115,2.79307e-75,2.91288e-73,8.37797e-121,5.24829e-126,5.91504e-195,504.655
1.16153e-53,2.73701,1.45634e-42,1.10072e-77,2.50587e-102,5.1367e-75,5.9389e-72,2.14953e-111,7.47532e-121,4.50604e-186,501.993
5.43756e-277,2.73701,1.06186e-43,1.56564e-243,0,3.27927e-239,5.54728e-238,0,0,0,502.306
4.77225e-24,2.73701,3.4263e-42,5.80337e-43,2.80115e-48,1.86877e-45,6.19888e-42,8.77894e-54,3.06843e-59,6.47581e-99,504.362
1.96451e-116,2.73701,5.31716e-43,3.16728e-121,4.67463e-191,3.12702e-118,8.70887e-116,1.89547e-203,1.08605e-216,0,503.727
3.55405e-44,2.73701,1.59297e-42,4.04708e-68,1.59839e-85,1.52577e-65,2.20573e-62,1.41489e-93,6.45675e-102,8.94346e-159,501.905
2.05057e-33,2.73701,1.58615e-42,2.9762e-57,1.32037e-64,9.87504e-55,1.44626e-51,5.21422e-71,2.02131e-77,2.05751e-125,504.876
3.57274e-60,2.73701,8.21382e-43,1.51083e-83,1.31185e-103,4.00081e-81,1.60765e-78,3.14756e-111,7.79992e-119,6.48585e-192,505.124
1.19079,0.0123925,0.433676,1.30197,2.6004,3.63043,0.0127409,2.09133,3.05454,1.7422,1545.8
5.40099e-13,2.73701,2.03602e-21,1.76022e-21,1.80545e-23,2.43487e-34,3.21278e-25,2.50591e-26,1.51695e-28,2.41676e-60,502.118
6.91605e-20,2.73701,6.42474e-34,4.0148e-34,7.59789e-38,3.05919e-41,7.69423e-38,4.74276e-42,6.99648e-46,5.77518e-83,503.35
3.04834e-11,2.73701,1.83754e-14,2.2516e-14,2.08768e-14,1.04499e-19,2.08182e-14,1.22083e-15,8.7324e-16,5.28431e-35,501.4
0.522562,0.180866,3.17724,4.96184,2.49676,3.34027,0.111238,1.17948,3.90605,0.666872,1724.64
3.0816e-13,2.73701,2.34088e-22,1.94672e-22,1.17018e-24,2.06432e-34,1.3615e-26,1.05092e-27,3.73197e-30,8.735e-62,502.061
0.624691,0.101057,1.95221,2.44337,2.8256,3.88362,0.0978632,1.88442,3.03318,1.52739,1530.69
0.000893152,2.737,1.13341e-06,3.4624e-06,2.63629e-06,2.12695e-09,6.98026e-05,4.72529e-07,1.16669e-07,4.10611e-16,498.885
1.07377e-82,2.73701,8.12934e-43,1.68148e-106,4.28802e-140,9.17927e-104,3.5242e-101,1.30464e-149,2.43974e-159,5.86274e-253,499.602
1.86608e-54,2.73701,7.69248e-43,1.88866e-75,8.67656e-93,2.40086e-75,2.57035e-71,1.33181e-99,2.8788e-106,1.52284e-174,502.924
0.171979,1.79302,0.255528,0.274437,1.37692,0.0725989,2.12711,0.688637,1.00953,0.0221287,991.209
0.810321,0.349515,1.71543,1.39805,2.9746,2.55782,0.520857,2.20855,1.89802,1.86782,1271.84
4.08169e-08,2.73701,9.66767e-15,1.13415e-14,6.07828e-16,1.58158e-23,1.16765e-16,3.28848e-18,8.52448e-20,2.10556e-41,502.303
0.295104,0.389233,4.50933,5.5644,2.27586,2.39673,0.193523,0.851107,3.87781,0.359415,1728.15
1.81844e-19,2.73701,5.32008e-32,3.6987e-32,2.79129e-35,7.2258e-41,7.76467e-37,5.56505e-39,3.58704e-42,1.61183e-79,501.927
2.53379e-93,2.73701,8.85171e-43,2.01935e-117,2.97791e-163,2.41019e-114,8.54056e-112,5.05789e-175,1.7897e-187,4.31655e-289,501.575
3.86099e-251,2.73701,1.80345e-43,9.69088e-222,0,1.18138e-217,3.25034e-216,0,0,0,504.129
1.10156e-85,2.73701,2.56831e-43,1.68329e-83,6.272e-123,5.6027e-80,4.90179e-78,6.6585e-129,2.22655e-134,1.33671e-205,506.946
0.389368,0.319807,3.67302,3.30138,2.85622,3.22462,0.276961,1.54528,2.91954,1.05716,1508.31
9.46214e-73,2.73701,7.85006e-43,8.21629e-95,7.24197e-125,1.52875e-93,3.76113e-90,7.59352e-134,4.67087e-143,6.53464e-227,504.131
3.13405e-21,2.73701,1.53945e-36,8.86843e-37,5.92002e-41,1.36723e-42,3.1807e-39,1.55634e-45,7.57739e-50,8.41458e-88,503.897
4.7578e-98,2.73701,4.37208e-43,2.41156e-103,1.49443e-157,2.08377e-100,7.14826e-98,2.28097e-167,1.7035e-177,2.14359e-267,502.111
