0.500192,0,0,39,10
0.256168,0,24,39,29
0.500192,0,39,1599,439
0.117402,0,960,1560,1160
0.117402,0,984,1584,1184
0.117402,0,999,1599,1199
0.500192,0,1560,1599,1570
0.256168,0,1584,1599,1589
1.99362,0,1599,1599,1599
1.99362,1,410,410,410
0.256168,1,429,410,424
0.117402,1,1170,410,970
0.117402,1,1189,429,989
