sfr_eff,uox_eff,bias,lwr_fr,fr_fr,fr_start,excess,max_excess,waste_U,waste_Np,waste_Pu,waste_Am,waste_Cm
0.9,0.99,0.0908331576280201,3,12,26,641459.3412688425,12473.4484072497,2190877893.186538,190689.78274292505,375660.9493244367,113059.92937276741,37171.799972129505
0.9,0.999,-0.030457466066540678,3,13,29,-1389257.325397825,262.66666666666606,1936605095.0747654,169744.9564310677,300883.2405244072,100303.55199371465,33088.95461504519
0.99,0.999,-0.030210946936017113,1,12,38,-1429073.9920644916,262.66666666666606,1542549676.7406685,136986.51316780414,75537.61533772878,125082.04504069341,26703.241217794144
0.999,0.9,-0.08131141091277945,4,10,34,-2225090.658731158,0.0,1909492401.5672624,165629.48177793334,325327.1119977495,91423.61798141997,32286.71131497863
0.999,0.9,-0.07518740737581087,4,14,28,-2119673.9920644914,0.0,1940215880.5050313,167099.29415086017,328173.1515062843,91847.69518018239,32573.22677866605
0.9,0.99,0.022266187174922486,2,11,22,-505140.65873115795,1000.0,1926982886.5523102,168385.379982834,488818.00337883254,114011.28400755506,32823.927810496
0.9,0.999,-0.09081338836952563,3,11,24,-2388157.325397825,0.0,1805927656.2028475,158905.09018050114,286763.18817518593,94367.29449416818,30975.90307030711
0.999,0.99,0.009272177937992468,2,14,25,-722423.9920644916,1000.0,1880938856.7622473,166878.8223006769,36966.9293072872,112008.759443146,32530.249460234365
0.9,0.9,0.004630628577411408,4,10,21,-780923.9920644914,1000.0,2085385161.7513084,180915.53045654754,595741.2458487062,100203.48411392266,35266.472137359386
0.9,0.999,-0.024795229029066834,2,11,29,-1305707.3253978244,262.66666666666606,1830759906.195928,160687.23768247562,436120.0654828292,108593.50722292524,31323.303069989164
0.9,0.999,0.01067371602818512,4,10,20,-681807.3253978248,1000.0,2071074901.1186945,182073.00770987105,247405.4174030263,100803.46603724352,35492.10306689279
0.999,0.9,-0.030218573451914185,2,10,20,-1397057.3253978249,0.0,1850237585.434512,159254.17061022247,315066.1479254363,108284.31930132145,31043.95049120819
0.99,0.99,-0.006169573991435945,3,10,26,-987740.6587311577,322.1429490938772,1982742667.390497,173382.7420514269,65036.66147512947,103200.26648634936,33798.080387157184
0.99,0.9,0.031539734438821215,3,10,29,-342723.99206449126,1000.0,2082703782.4730897,180125.5063060839,383854.70545882505,107214.67562960646,35112.47007562434
0.99,0.9,0.08456309618805671,4,10,33,548992.6746021751,10330.584042061411,2268224797.586444,195282.9464021238,407025.2195935473,108020.10701686924,38067.16079494389
0.999,0.9,-0.024545347129690614,1,13,34,-1328657.3253978249,262.66666666666606,1525150309.9194856,138125.6177489411,276805.7418448892,125879.11415619533,26925.29070061546
0.99,0.999,-0.01916898692708642,3,13,39,-1192723.992064491,300.0,1957630377.4520965,171931.30233623003,33265.6248699239,101412.49781916298,33515.14636736441
0.99,0.9,0.0561032612128676,1,13,36,22409.341268841956,1821.68144501606,1711267617.7307475,149351.30974744758,370611.4064135771,136182.14613194388,29113.552554580358
0.999,0.999,0.05854763851401576,3,11,33,109142.67460217528,2251.845697007375,2120755266.4899323,185141.24103829946,6892.17028699793,109732.11011279855,36090.2040973287
0.9,0.99,0.08341382383515863,2,11,33,503992.6746021754,9427.574117342127,2049639096.6418247,178674.06659420056,513269.494548137,120507.91852412782,34829.53605647728
0.99,0.99,0.026742168027691388,4,12,20,-415223.9920644913,1000.0,2129534359.6917117,185214.73165378315,60558.95845549296,102198.66753365079,36104.529869896636
0.9,0.99,-0.026269219091562573,1,10,31,-1361657.3253978246,262.66666666666606,1539611139.7971518,136729.29600187115,771075.9812310169,126363.56709880765,26653.101011518014
0.999,0.99,-0.07519035976197158,3,14,23,-2126490.6587311584,0.0,1847068251.970676,162065.1867799219,34449.24071043581,95685.60438231494,31591.911316772144
0.99,0.9,0.03419860105157277,1,13,25,-338440.65873115783,1000.0,1638430234.812323,146209.58580010885,363427.7810013927,133797.09858670403,28501.125750908162
0.9,0.999,-0.04832110021316081,4,13,38,-1674440.6587311574,0.0,1957883458.5029078,171986.42030027814,225539.1776028464,94500.3621759427,33525.89069726499
0.9,0.9,0.006546694135728143,1,14,34,-796340.6587311584,1000.0,1634316983.5710044,142792.2720331187,1030671.6755398352,129680.7309758576,27834.977297848698
0.99,0.9,-0.012742270070524558,2,11,38,-1098323.9920644911,310.0558000524288,1875337205.6316078,162855.21092394157,361204.8590159561,109736.92267955176,31745.91337725105
0.99,0.99,-0.01504240770543111,3,10,39,-1130940.6587311574,310.0558000524288,1946558648.9617112,172023.16560663917,64218.380602397505,102131.01108466322,33533.05358327956
0.9,0.9,-0.09724575090139248,4,12,21,-2485907.325397826,0.0,1868347789.4900777,162983.81950654514,531170.1898872906,89783.55823940152,31770.98348031849
0.9,0.999,-0.04341804503279023,1,12,38,-1640473.9920644918,0.0,1491867755.8468144,135167.6203556985,722750.5308694621,123488.7460508936,26348.678331362447
0.9,0.99,0.002694530472209883,3,10,34,-816173.9920644911,1000.0,2003288581.953276,175330.2434460962,346539.64718685095,104085.6363226987,34177.71337664864
0.9,0.99,-0.07377100014305656,4,11,21,-2096690.6587311584,0.0,1920058473.176252,167025.80353915595,253692.84481338112,92247.1758936247,32558.901006834556
0.999,0.9,-0.07590657693551486,1,13,37,-2176423.992064492,0.0,1488413043.7303836,130960.28243085093,262422.03523939895,119150.62347985397,25528.527815126414
0.99,0.999,-0.03329616354541674,4,12,20,-1421307.3253978246,38.80961576054324,1983342077.4522982,174356.49275169653,26372.957113202436,96190.82473700392,33987.89688247505
0.9,0.999,0.012676845103628584,3,13,35,-650407.3253978248,1000.0,2034209561.8332818,177498.21669899905,312796.51722561364,104741.19909007644,34600.32368613974
0.999,0.999,-0.032488177869846105,4,13,20,-1412207.3253978244,38.80961576054324,1985956292.96146,174558.5919528496,5688.153276414098,96151.03453809455,34027.2927587076
0.999,0.99,-0.02768671919045447,2,14,23,-1354407.325397824,262.66666666666606,1833356371.2939348,160558.6290977785,35574.780847501235,107837.87829144357,31298.232966513773
0.99,0.999,0.03570358322648637,2,14,35,-281573.9920644914,1000.0,1947494294.174555,171380.1226962587,48371.70371294335,114805.52180333949,33407.70306845756
0.999,0.99,0.03757552531150821,2,10,22,-255723.99206449126,1000.0,1955508448.9359462,170534.9805790914,37932.29940603453,115853.78002056443,33242.95667630428
0.999,0.9,-0.019882250935875173,3,12,26,-1210607.3253978249,262.66666666666606,1962648131.2757251,171471.9859603217,337560.3863798231,101475.29152645108,33425.610283135975
0.9,0.999,0.0941256493723584,3,13,31,691642.674602175,12757.195722902601,2200947391.61683,191351.19831428648,339962.6058501038,113148.24434460906,37300.731931479364
0.99,0.9,0.07063755198384344,1,10,24,258642.6746021752,5373.4484072497,1722150354.768945,149994.35266054794,374885.40837202326,139133.06230035034,29238.90306993297
0.999,0.99,0.08975957976760787,4,11,38,632759.3412688421,11867.339637360652,2256502686.31122,196458.7963070502,40915.79704481445,108387.65009426046,38296.373167177306
0.99,0.999,-0.0761840303789406,1,14,21,-2179223.992064492,0.0,1478601807.955921,130703.06527311032,72186.23852216943,119392.8071921936,25478.387610447182
0.9,0.999,0.014680184758728093,3,14,38,-616473.9920644911,1000.0,2034932059.6062195,178067.76899348898,311349.37467277277,104867.52598658719,34711.34842831479
0.999,0.9,-0.03505609322943047,3,11,38,-1466607.325397825,262.66666666666606,1933178516.2956095,168752.8330704021,332208.48892342614,99888.26637772632,32895.55667531378
0.99,0.99,-0.08980529486362643,1,10,29,-2408490.658731158,0.0,1420689155.4644024,127689.94990709642,94648.46986282758,118187.6083109784,24891.030909593235
0.99,0.999,0.09571310130543773,1,13,35,666976.0079355084,12756.781740583072,1738955881.8894997,155065.205355553,85342.72095452853,141405.6812996927,30227.381421292055
0.9,0.99,0.03654447758347268,4,14,20,-257357.32539782475,1000.0,2151895681.643247,186996.87915685622,280412.96450100763,102941.76303619519,36451.92986979305
0.99,0.999,-0.09072637461350418,3,10,37,-2384457.325397825,0.0,1818806198.0753248,159015.32610860287,31392.03172241866,94358.44589266868,30997.39173010943
0.999,0.999,-0.06864492417781454,3,11,36,-2024290.6587311586,0.0,1832355117.2901924,162983.81951535583,6056.426110789635,96514.51136293769,31770.98348203573
0.9,0.9,0.04422518597630781,4,13,34,-118323.9920644914,1000.0,2196910527.2969403,188595.3001052673,612801.2392783128,103725.5307431956,36763.51543515924
0.999,0.9,-0.07443313003370396,4,13,29,-2103257.3253978253,0.0,1937493466.037885,167209.53007882513,328393.60196499276,91944.90151248474,32594.715438441544
0.9,0.99,-0.026980802113016567,1,14,39,-1373773.9920644916,262.66666666666606,1555218442.1287942,137923.518555207,751944.6042977374,125148.23850759226,26885.89482582872
0.99,0.99,0.04681898604649562,1,14,20,-135673.9920644912,1069.9858417618962,1659021194.3417103,147863.1247256773,107875.18809030896,135269.33423167383,28823.455648730866
0.9,0.9,0.0830001034309554,4,14,37,525742.674602176,10500.672970693966,2272948101.061423,195650.39949543658,634253.2538849589,107486.26155079427,38138.78966088168
0.99,0.999,-0.0058497931889899685,2,14,29,-989157.3253978243,300.0,1868579210.76092,164122.92410417518,46554.341456764836,110130.08679171761,31993.032966354545
0.99,0.99,0.03354875934610507,1,13,34,-356007.32539782464,1000.0,1619360532.5845447,146338.19438793394,106325.6731007317,133520.45949856992,28526.1958549933
0.99,0.999,-0.06382711578219899,4,11,21,-1929590.658731158,0.0,1908088747.8805034,168752.83307924392,25687.18045325021,93242.15720846645,32895.556677036795
0.999,0.9,0.02243546873355659,4,13,39,-483190.6587311579,1000.0,2134926900.4394255,184700.29731693826,362738.4927829262,101516.4306787237,36004.24945637447
0.9,0.99,-0.03669749941384047,2,14,33,-1506007.3253978246,262.66666666666606,1813750105.2491186,159290.91592625482,449388.8208983148,106695.25931922844,31051.113379108
0.9,0.999,-0.08477039725598279,4,13,35,-2280523.9920644914,0.0,1884040499.7056427,165427.38258555307,216725.42945157705,90869.50055611308,32247.315440455863
0.99,0.9,-0.008388691073211982,3,14,32,-1020273.9920644913,310.0558000524288,2008619366.7785838,173621.58655583835,368990.75425972755,102441.0667551696,33844.63914880014
0.9,0.9,0.07885908442756331,4,11,31,453026.0079355086,8023.4484072497,2255974404.886687,194419.43163301854,636536.302834776,107356.46363063979,37898.832960025415
0.9,0.999,0.060179495572958513,1,14,30,87442.67460217544,2927.5566580013547,1695419177.8237038,149847.3714315095,797354.4311463769,136552.40650634177,29210.251525172676
0.9,0.99,0.02099292716671597,1,12,35,-564540.6587311582,1000.0,1622602749.7426026,144188.59379480092,796511.785680294,131769.87776228588,28107.166989794023
0.9,0.99,-0.017098485074838604,2,14,29,-1179807.3253978249,300.0,1842532506.1795135,162267.28598064574,460496.72978939675,108923.89187224042,31631.307192921326
0.9,0.99,0.03326726573617736,1,10,29,-363707.3253978247,1000.0,1603754480.953498,145052.1085622829,818347.3205547978,134066.767125857,28275.49482439545
0.9,0.9,-0.05011992481089298,2,11,22,-1722340.6587311584,0.0,1805931276.0532424,156314.54586431594,728117.7866315371,105824.12991322819,30470.91956382332
0.999,0.99,0.04227265348046405,3,12,36,-157573.9920644913,1000.0,2072750801.980678,182550.6967277235,38813.33751007896,107889.65685898901,35585.22059193817
0.9,0.9,-0.08097421218424111,3,12,27,-2217023.992064491,0.0,1856028414.9827332,160889.33687511444,597863.8911945337,95254.42834502111,31362.698944562253
0.999,0.9,0.028101069776639787,3,11,27,-399940.658731158,1000.0,2093781340.0606878,179702.93524886752,353801.7637921955,106671.18507372448,35030.09687981454
0.9,0.99,0.015532029192046257,3,10,29,-608140.6587311581,1000.0,2036041955.4748943,177387.9807676823,352162.7015317179,105421.72893608466,34578.835025710585
0.9,0.999,0.06634186648427146,2,14,37,226409.34126884214,4573.4484072497,2007925459.713525,176469.34803770715,465869.0518236774,118118.36115811057,34399.7628615113
0.99,0.9,0.09636228304167879,4,11,35,742742.674602175,14134.006304027338,2309508573.855684,197653.0188535535,411726.08215943037,109116.66194989324,38529.16698015583
0.9,0.9,0.09586463370814105,2,10,24,704826.0079355087,13857.195722902601,2089673030.6916778,179978.52506874892,844298.4135930755,122380.54539032336,35083.81852924738
0.99,0.999,0.041240032809953614,4,14,37,-170207.32539782466,1000.0,2156316496.730289,188319.71029494388,27929.08603087595,103408.27646276013,36709.79378758912
0.99,0.9,-0.025069743486208385,1,12,30,-1341540.6587311577,262.66666666666606,1562186925.4613705,137684.67403708148,342376.95501143637,126133.6887578607,26839.33606151272
0.9,0.9,-0.04254379833951996,1,11,30,-1628640.658731158,0.0,1497551538.6095552,134542.95008982517,991519.341805217,124017.31371120192,26226.90925785697
0.99,0.99,0.04383802156635838,4,14,35,-126523.99206449132,1000.0,2162824289.438549,188576.927457347,61107.651229157505,103576.1718293288,36759.93399317724
0.99,0.999,0.06941117348659537,4,11,36,298742.67460217536,5207.195722902601,2205091359.493305,192876.12865141899,29193.82428608993,106441.00570364874,37597.991725097934
0.999,0.99,-0.021031848822178234,3,13,33,-1229107.3253978242,262.66666666666606,1941084342.8020325,171398.495347343,36439.226774039074,101245.51296618841,33411.28451105642
0.999,0.99,-0.02230218099611661,2,10,29,-1263323.9920644914,262.66666666666606,1828428546.1921113,160705.6103350393,35728.704750562756,109018.60896542373,31326.88451287595
0.999,0.9,0.03341389857431526,1,11,29,-359457.3253978247,1000.0,1643221070.7649033,145676.7788149038,292062.8736750347,133877.5752469377,28397.26389531783
0.99,0.999,0.021470478757001477,2,11,23,-521307.32539782475,1000.0,1918455203.1636953,168201.65343951742,48824.28314908503,113875.19799418307,32788.11337817833
0.999,0.9,-0.005107532302971229,2,10,33,-979340.6587311578,310.0558000524288,1876109333.6566403,163479.8811823886,323376.5904592184,110728.47573099958,31867.68244930886
0.99,0.99,0.03156223360908786,1,10,22,-387940.658731158,1000.0,1625915302.6013415,144445.81095832097,107592.97256014969,134150.78607741772,28157.307195599562
0.9,0.9,0.04750803440218879,3,10,34,-81473.9920644913,1000.0,2105192141.485645,182826.28654135656,684393.0964984164,108701.83416449203,35638.942240153585
0.999,0.99,-0.042927289819742614,2,14,30,-1606440.6587311581,0.0,1805377735.3138623,158243.6746098961,35041.65912850733,106093.49912698612,30846.97111110447
0.99,0.999,-0.07985863176634954,2,11,24,-2221073.992064491,0.0,1684642842.1030824,151592.7736243395,43904.3804271659,102536.00107925596,29550.488638297564
0.99,0.999,-0.05050725337103484,3,13,23,-1720057.3253978253,0.0,1896985779.067204,166162.28877230975,32415.063503524198,98236.71200994388,32390.573172356406
0.99,0.999,0.09086908237220837,3,11,33,641326.0079355089,12140.115073916386,2185780927.0871816,190671.4100916692,37589.1571090973,113094.39900915597,37168.21852949699
0.999,0.999,-0.02942970311223163,4,11,39,-1358257.3253978249,262.66666666666606,1990340164.8149776,175091.3989381831,5707.78532600935,96473.56662537833,34131.15461432286
0.99,0.999,-0.07984146554620614,4,13,22,-2198457.325397825,0.0,1891644169.476123,166143.91611767665,24913.886127018,91462.45490699372,32386.991729065845
0.999,0.99,-0.02669208857623305,2,10,39,-1337423.9920644916,262.66666666666606,1829334534.9426563,160283.03927884417,35589.43310408272,108347.8524897777,31244.511317265307
0.999,0.99,0.04463682800688723,2,13,36,-140090.65873115792,1000.0,1951342980.7743354,172758.07179270755,38246.20323053083,115776.67460825076,33676.311315046274
0.99,0.9,0.08734829502395436,2,11,23,570476.0079355089,10810.90745067544,2080426430.4878194,178968.02906237906,397704.6525818786,121236.13389145171,34886.83914796615
0.9,0.999,-0.04986793543039891,3,14,34,-1710040.658731158,0.0,1888697927.3053286,166492.99655603946,291832.47822528554,98111.18160144967,32455.039151651617
0.999,0.99,-0.021089163555723878,4,11,22,-1228240.6587311574,262.66666666666606,2011467217.1340992,176267.24883267644,36722.02376744428,97328.9623929802,34360.3669845227
0.99,0.99,0.022452379051065605,2,13,32,-510007.3253978247,1000.0,1931801673.4564366,168881.44165932693,77707.62343009214,113476.54227810387,32920.6267796129
0.9,0.99,-0.09215776018739963,3,13,23,-2406607.3253978244,0.0,1813454182.0095768,158960.20814252557,311062.7708366655,94058.84604966534,30986.64739981314
0.99,0.999,0.05975126872818723,1,12,27,79192.67460217547,2970.7184456883406,1677937283.8778276,149351.3097552991,83033.30921542946,136952.81198630907,29113.55255611082
0.9,0.999,0.03699883491401873,3,13,36,-240073.99206449132,1000.0,2075351449.3366637,181852.53585375508,320261.555149041,107304.65484810733,35449.12574730505
0.9,0.99,0.03407302968848763,1,10,36,-344973.99206449126,1000.0,1592609003.4599948,145290.95307298156,816858.7885142666,134042.88160370203,28322.053587263897
0.9,0.999,0.05415547091013659,3,14,28,37659.34126884205,1240.105343799456,2110455513.1168501,184590.06139843573,326228.4389739786,108998.61693998324,35982.760798443334
0.999,0.9,0.09064533881142642,4,13,26,652176.0079355089,12684.006304027338,2290411536.495679,196752.758775116,386444.06894092273,108451.25454446574,38353.67625864369
0.99,0.999,0.07803282962124028,2,12,23,411842.67460217536,7910.9074506754405,2027692499.6590805,177626.82528148746,51229.283668582706,119962.7209648799,34625.3937891842
0.999,0.999,0.07706791072499442,3,11,23,418542.6746021756,7380.584042061411,2153267439.1559405,188080.8657844952,7035.587276696144,111775.1500958539,36663.23502477
0.99,0.99,-0.07935078286816569,2,10,38,-2200807.325397825,0.0,1701770702.4181917,151923.48140639134,70510.65541452348,102643.79152374392,29614.954617265106
0.99,0.99,-0.08139898775211787,4,10,28,-2222923.9920644914,0.0,1900383273.1035619,165537.61851198808,54375.975720313225,91567.68484467118,32268.804099933503
0.999,0.999,0.029965333465160587,1,14,32,-410440.65873115807,1000.0,1637315732.082732,146099.34988014027,10557.974028057575,132787.81982851084,28479.637092691715
0.99,0.9,-0.007167546079760084,2,12,26,-1012840.6587311581,300.0,1901386533.0509574,163645.23507435524,363006.7303221853,110269.77210802029,31899.915438976248
0.9,0.99,-0.0238603000055847,3,12,28,-1275573.9920644911,262.66666666666606,1942878632.427268,170681.9618158969,333947.6367627802,100999.00473230657,33271.608222578216
0.9,0.99,0.028369277327933123,3,10,28,-398123.99206449103,1000.0,2056380469.035624,179555.95401785063,358041.4716802255,106847.9575530537,35001.44533466899
0.9,0.9,-0.08924791325344349,2,13,30,-2363907.325397825,0.0,1736959534.49904,150747.6315017577,691284.6807072598,101095.50351911204,29385.742245089295
0.9,0.99,0.07879119140992225,4,13,35,442576.0079355087,8117.339637360652,2243565589.612445,194658.27614954655,290979.05028282024,107092.18692826077,37945.39172403003
0.999,0.999,-0.05371748520280411,2,14,26,-1787173.9920644907,0.0,1779026048.8769896,156277.8005634592,7180.569827128029,104917.36379748992,30463.756678881535
0.9,0.999,-0.058218999148340105,1,10,30,-1896123.9920644914,0.0,1462454425.9348671,132338.2315377707,721616.6797868634,122150.96068629276,25797.13606375592
0.999,0.9,-0.050891795578065516,2,13,24,-1734540.6587311584,0.0,1786656254.321865,156755.48957616856,309990.66085527104,105392.79708874268,30556.87420292434
0.99,0.99,0.02960299648016393,2,14,34,-383257.3253978245,1000.0,1946437272.5908914,170516.607924001,77980.63650457811,114148.94874437276,33239.37523292452
0.999,0.9,-0.0008559643872457778,4,14,24,-887140.6587311582,300.0,2099893130.771493,180272.48754343748,354060.65144072106,99225.18971031118,35141.12162200508
0.999,0.9,-0.03228355714239638,4,14,29,-1411007.3253978246,262.66666666666606,2018300917.385131,174705.57318086864,343108.9936813073,96009.61370236363,34055.944303268916
0.9,0.99,-0.07677555398099689,4,10,39,-2150390.658731158,0.0,1907621974.2205443,166456.25124430287,252045.4016590236,91866.31715604776,32447.876264588824
0.999,0.9,0.04062262817239545,1,14,32,-236373.99206449147,1000.0,1686975880.7749414,147532.41693586519,295634.79638635257,134249.47135445083,28758.989668250564
0.999,0.999,-0.06984005352711718,2,11,30,-2049540.6587311584,0.0,1718207694.8281634,153448.41174550273,7097.693439685827,103438.17185474372,29912.21441126974
0.99,0.9,0.06996891489156873,3,13,21,291476.0079355088,5356.781740583072,2182608209.7128253,187107.11507763687,398129.07718050206,110830.47182135204,36473.41852816782
0.999,0.9,0.09873198352627699,1,13,22,720592.6746021754,14506.781740583072,1768293768.7218041,154826.3608365832,310386.2086585316,142072.96674848793,30180.822656811863
0.99,0.999,0.04891047878479557,4,14,35,-42923.992064491285,1147.6624796631004,2170381401.422784,189550.67815750942,28106.853885268916,104082.48970878262,36949.75048847412
0.9,0.999,0.019103213917786063,1,10,33,-596040.658731158,1000.0,1609105404.6396356,143214.8430983202,779933.9243103368,132126.14001117082,27917.350495215163
0.999,0.9,-0.059704092931651576,3,10,21,-1867423.9920644904,0.0,1875830976.1387072,164104.55144093532,323123.5720508433,97713.70721662728,31989.45152138641
0.99,0.9,-0.03249649624113851,1,11,25,-1467740.658731158,262.66666666666606,1556790662.1386085,135865.78122557723,338697.6250581875,125226.2116722325,26484.773175198527
0.9,0.99,0.053615890805270267,1,11,27,-22340.658731158022,1270.47841259095,1687882528.2546515,148248.95047431727,830651.3816493286,136496.88267311288,28898.66595809454
0.999,0.99,0.05163756636148542,2,12,23,-18490.658731158088,1187.8788725103004,1982214067.0144305,173272.50612365254,38460.22577341454,116975.04547080153,33776.59172741882
0.99,0.99,0.050100983952669625,3,12,31,-37273.99206449127,1000.0,2092301648.247278,183579.56538861277,68140.63214476079,108631.94161935363,35785.78141648803
0.99,0.9,-0.09286025629576662,1,14,38,-2451540.658731158,0.0,1443491672.648986,128663.70059807366,318683.1396647135,116756.65606574444,25080.84740309954
0.999,0.9,0.06910121138203468,3,12,31,279059.34126884205,5484.006304027338,2165420978.8493977,186960.13384032916,368052.7337513922,110660.79818101377,36444.766981796296
0.99,0.9,-0.005431371519355951,4,13,22,-960323.9920644904,300.0,2078336481.8827095,179427.34542894908,373616.0616044895,98901.80412088559,34976.37523037436
0.999,0.999,-0.0033795613504484373,2,14,25,-944223.9920644911,542.5253013333349,1894641354.1310883,164674.1037444608,7561.075302146107,110488.85253291501,32100.47626532241
0.99,0.99,-0.011116555897270203,1,10,39,-1102640.6587311581,310.0558000524288,1572662709.7375343,139062.62314426724,102424.19979372468,128151.25024592498,27107.944310194394
0.999,0.99,0.07531026437263941,2,14,33,370392.6746021753,8040.115073916386,2022645210.4411416,177773.8065146019,39363.037018703144,119156.68921383309,34654.045334738796
0.999,0.999,-0.04948236607396539,4,12,32,-1691873.992064491,0.0,1956548865.0215216,171563.84924287387,5585.930756920157,94465.93530115583,33443.51750141841
0.99,0.99,0.08595840315919123,3,11,22,556792.6746021754,10357.195722902601,2173671611.526644,189477.187535055,70912.73652770156,112641.12997664227,36935.4247145472
0.9,0.999,-0.08448825340573177,4,10,21,-2276973.992064492,0.0,1878419495.3121977,164949.69356451268,223476.41329462524,91256.64738803719,32154.19791478893
0.999,0.99,0.023088233697655336,3,13,31,-484640.6587311581,1000.0,2052060049.0916767,179151.75561515326,38095.58994348338,105895.26992964926,34922.653582127336
0.99,0.999,0.0178314822826022,1,14,28,-611023.9920644911,1000.0,1618736318.1537707,143913.00397534028,79253.37646086182,131268.79492657963,28053.445340442955
0.999,0.99,0.02074509315999247,2,12,23,-532040.6587311579,1000.0,1926983615.1087883,168367.00732822693,37381.739975924174,113755.8701570346,32820.34636721005
0.999,0.999,-0.028825220441403898,4,14,26,-1352107.3253978242,262.66666666666606,1981391676.1467936,175220.00752082164,5699.496003587234,96409.03740223305,34156.22471739693
0.9,0.99,-0.014616256191845284,1,11,36,-1164840.6587311577,310.0558000524288,1569059667.7735488,139025.87783413476,773214.1178311992,127506.08629626277,27100.78142344441
0.999,0.999,-0.025227622367556976,1,14,33,-1339607.3253978244,262.66666666666606,1548545506.7188928,138088.87244743228,9987.472598084441,125594.53698441689,26918.12781554645
0.9,0.999,-0.07204529094268715,3,13,34,-2073307.3253978249,0.0,1843552156.8946056,162708.22969557054,286533.46470257506,96006.3581985209,31717.26183262111
0.99,0.9,-0.006524254140195446,3,13,20,-988557.3253978246,355.4762824272111,2014109328.4170928,173676.70451978798,369559.4248090854,102882.07317567081,33855.38347868153
0.9,0.999,-0.04649047762723757,4,12,38,-1642257.3253978244,0.0,1953509781.7429795,172262.01012015928,227005.19630433104,94753.9835000458,33579.61234669777
0.9,0.9,-0.042120847873031546,1,14,39,-1619107.3253978244,0.0,1538197524.5209017,135773.91795219318,978856.853753132,123185.546899792,26466.865958703045
0.99,0.999,-0.06132985158124955,4,10,26,-1891623.9920644914,0.0,1911925467.6923795,169120.2861727017,25863.357021102755,93549.68088212136,32967.18554300299
0.999,0.99,0.012272817751919018,1,11,26,-707007.3253978249,1000.0,1599152002.0408282,142498.3095646798,35491.16959717983,131059.47362228941,27777.674206308864
0.999,0.9,0.01671997021724543,4,14,28,-575640.6587311579,1000.0,2128197235.405332,183708.17396513236,360799.7715455237,101044.58243569708,35810.851518369804
0.9,0.99,0.08317215439982759,3,13,27,514309.3412688419,9500.672970693966,2173116172.262908,189550.6781536044,370599.11125183746,112142.66466211912,36949.7504877131
0.99,0.9,-0.01793599150732983,2,10,23,-1189423.9920644914,300.0,1852093099.2655015,161367.02589631002,358923.4040025089,109623.05794330435,31455.816470259368
0.99,0.99,-0.08980436732031534,1,12,24,-2409907.325397825,0.0,1421787869.5733256,128094.14830964716,94242.8910602423,117910.05870403063,24969.822662106442
0.9,0.9,0.09919337547497492,2,12,39,774326.0079355086,14447.25070872804,2100242778.4860194,181411.59213244353,835800.71887958,122003.91140363146,35363.171106360416
0.9,0.9,-0.07879071285476807,2,11,26,-2200823.9920644914,0.0,1757299251.1059415,151923.48140009172,704718.5934635096,102587.2288900323,29614.954616037605
0.999,0.9,-0.09047284557120311,4,14,22,-2368773.992064492,0.0,1881717813.6800313,164416.88657019762,322903.68251417374,90361.4186549727,32050.336057422697
0.999,0.999,0.025258349534163532,3,13,37,-442423.99206449144,1000.0,2048426849.3968549,179702.9352586322,6636.989993077023,106041.92580516876,35030.096881717785
0.99,0.9,0.024453095105095593,4,10,30,-451923.9920644912,1000.0,2147460481.496389,184571.68873431598,384728.7649358844,102111.23457006163,35979.1793533031
0.999,0.99,-0.0876640653542103,3,14,33,-2335890.6587311574,0.0,1828774200.674849,160062.56742188617,33999.373136065944,94295.5951657588,31201.533997513645
0.99,0.999,0.05709298351615391,2,12,35,68159.34126884196,1484.0474034459912,1992614778.7941658,174558.59195292575,49655.92260204627,117298.38830101691,34027.29275872275
0.99,0.999,-0.05383965967427054,1,14,30,-1812523.9920644916,0.0,1516783976.1511693,134083.63373108453,73651.09552516729,122128.6966474692,26137.373176974972
0.99,0.9,-0.047894135227279123,3,11,35,-1675057.325397824,0.0,1924408562.6259518,166529.74185629116,354317.40811971354,98643.2202841923,32462.202036475148
0.999,0.99,0.02092261995930715,2,11,30,-533007.3253978246,1000.0,1921140765.2429307,168422.1252921277,37386.367237824656,113737.3051985053,32831.09069708231
0.999,0.9,-0.01121162049038707,2,12,25,-1080207.3253978246,300.0,1876937132.2079117,162965.44685188239,322309.8842646804,109918.97295856386,31767.402037022
0.9,0.99,-6.710180180417857e-05,4,12,36,-874873.9920644909,542.5253013333349,2071937264.0013344,180345.9781683459,271354.49680883234,99370.12432917491,35155.44739640995
0.999,0.9,-0.03522783018596336,2,14,22,-1478173.992064491,262.66666666666606,1825245850.8567238,159401.15184747352,315210.7460800809,107075.27880450718,31072.602037568842
0.999,0.99,-0.0689657919038168,1,10,26,-2067557.3253978244,0.0,1478981007.5209188,130868.41916412061,32661.127394383915,120942.07697816337,25510.620599927886
0.999,0.9,0.0423038064403404,3,13,24,-161223.99206449118,1000.0,2109739195.4693618,182458.8334481115,359188.49828634446,107963.02042715147,35567.31337422898
0.9,0.999,-0.05891002193287962,3,14,34,-1856923.992064491,0.0,1870776659.5925002,165096.6748015672,288193.26301802846,97181.56875895627,32182.849461111353
